OffsetMethod,ProjectLocation,VerificationStatus,TechnologyUsed,EmissionReduction,ProjectSize,CarbonCreditPrice
Afforestation,China,Verified,Wind,2548.669126608925,692.319244690708,54.66653807995171
Afforestation,Brazil,Rejected,Hydro,6442.090317133985,458.4710654395939,53.79516224006587
Reforestation,India,Rejected,Solar,6699.34474256153,227.2951044100696,55.769674756908344
Afforestation,USA,Rejected,Biomass,1710.7274637048024,614.3563360189074,34.69720067871309
Energy Efficiency,China,Rejected,Solar,5694.344593282287,253.60526013186106,57.00777556773004
Reforestation,USA,Pending,Biomass,7739.106418688216,578.0541225900781,76.47607331934186
Energy Efficiency,USA,Rejected,Wind,5039.067078905825,359.84953823570766,55.793830776886196
Afforestation,China,Pending,Solar,219.82085608346353,823.7286743852072,40.33639102426939
Renewable Energy,USA,Rejected,Wind,189.48084388499257,820.8754646060125,41.15615886548509
Afforestation,China,Pending,Wind,3634.5905053031206,477.87304772427893,52.95168300375839
Energy Efficiency,USA,Verified,Biomass,9269.32127747464,351.46829022568056,89.86128928963001
Energy Efficiency,China,Pending,Biomass,2363.900118075727,363.19723676253545,48.45147295800399
Reforestation,India,Pending,Biomass,6380.200519829703,805.9088111425497,66.96009071057401
Renewable Energy,Brazil,Rejected,Solar,2298.5511198638737,328.8513033148144,43.781268632467516
Reforestation,China,Pending,Hydro,3284.5328976295314,209.85031433313918,49.521167631479045
Energy Efficiency,China,Verified,Biomass,8495.616687054691,85.60365353343153,81.33411997060777
Afforestation,Brazil,Verified,Biomass,7315.728278472474,467.226427763524,72.25090566999762
Renewable Energy,China,Rejected,Solar,1044.4528454007852,482.64996682092203,41.04876389521314
Afforestation,China,Verified,Biomass,4344.150007765693,841.0678016925043,63.13142805575351
Afforestation,USA,Pending,Solar,388.7806600881182,222.0174577496179,37.16407787793677
Renewable Energy,Brazil,Verified,Wind,4860.812451369789,381.6102823947315,71.12016508079626
Reforestation,India,Rejected,Biomass,6658.096715840574,808.5973331547973,58.376456910750846
Afforestation,China,Pending,Biomass,1273.1759736217005,823.7999871382245,42.60387973949075
Energy Efficiency,Brazil,Rejected,Wind,2959.96089520074,385.2264649027894,41.652069125031595
Afforestation,USA,Pending,Wind,4038.5825924713536,459.6648992633942,56.78956195499071
Renewable Energy,India,Verified,Wind,9203.357144094893,303.9826049584336,91.0566117700588
Renewable Energy,Brazil,Rejected,Biomass,9933.224652687344,932.6223235408927,84.99234649884565
Renewable Energy,India,Rejected,Hydro,544.6218600565969,119.52512197583873,29.91836052004137
Reforestation,India,Pending,Hydro,7633.978442604382,933.8156735784686,75.50804894880659
Afforestation,India,Rejected,Hydro,3780.068257383198,684.1825853835079,41.74216714075107
Reforestation,China,Pending,Biomass,3985.336043671852,532.0405805340445,55.24708602369971
Reforestation,China,Pending,Wind,7567.2232361355245,33.62640172371138,70.17238019791473
Renewable Energy,USA,Pending,Biomass,9192.421678239545,476.1205956301863,90.72331434749958
Renewable Energy,USA,Pending,Wind,9514.193085575229,408.3403568977296,93.65436899685344
Reforestation,Brazil,Verified,Biomass,5813.513601779376,162.05759316314743,63.68814394052835
Afforestation,USA,Pending,Biomass,3635.4994770749777,656.7531938971563,54.74502932434645
Energy Efficiency,India,Rejected,Wind,7896.735950001915,971.1797564609175,71.19547731461874
Reforestation,India,Verified,Hydro,2584.9136942967725,562.6266222534606,51.55083469401847
Afforestation,China,Rejected,Wind,5684.332885451826,715.0385231675019,55.57204965893415
Renewable Energy,India,Verified,Solar,3649.9267690962442,69.38200211345077,61.94345386661573
Renewable Energy,Brazil,Pending,Solar,6600.6476297079735,418.24932882117776,76.18573143675164
Afforestation,India,Verified,Wind,2479.9492376457183,117.24212667933138,45.572167455021905
Energy Efficiency,India,Verified,Biomass,1996.7701627747751,613.1830397009738,51.115681210883615
Renewable Energy,Brazil,Rejected,Solar,9190.566958086827,938.5436760559404,84.33827155099354
Renewable Energy,USA,Rejected,Solar,1107.8564612004152,662.1159547391669,45.16044185339375
Renewable Energy,USA,Pending,Biomass,5108.9832865758235,77.72624526610711,66.32217888554018
Afforestation,Brazil,Verified,Biomass,2286.4425513337883,355.31153878009775,45.98532814446992
Reforestation,China,Verified,Hydro,485.4066369241078,551.1127160614107,43.93816034523465
Renewable Energy,India,Verified,Biomass,456.58630108512125,403.804548377119,46.320976989196794
Reforestation,Brazil,Pending,Wind,1834.6955438476907,833.8103664646972,47.51158138388543
Energy Efficiency,India,Pending,Wind,8681.026509609403,814.8563337052792,83.55369588509981
Renewable Energy,China,Pending,Hydro,2896.539565372564,612.2191890831182,59.604889717694
Renewable Energy,India,Pending,Solar,9509.545788695428,374.08448718757256,89.28857381535286
Energy Efficiency,Brazil,Pending,Solar,5858.060700593016,256.0810373894809,65.8511138768599
Renewable Energy,India,Rejected,Biomass,4422.480478710784,106.76844389491619,48.18008683250308
Reforestation,USA,Verified,Wind,5842.8794632276,355.5427858030675,71.76982517416867
Afforestation,China,Verified,Solar,5215.3140137400505,413.7593446905118,66.21416351560538
Reforestation,China,Verified,Hydro,7611.884912197519,676.1471021789695,80.8208955827773
Afforestation,China,Verified,Hydro,2896.7110531312373,658.5016644732759,55.06857191038895
Afforestation,Brazil,Verified,Wind,3595.1988768429937,71.03803150161569,51.68637469923112
Reforestation,China,Verified,Hydro,8951.533595079181,395.8640561157266,84.71630853655319
Reforestation,USA,Verified,Hydro,9469.919480189013,182.59708835014456,87.17556828444651
Reforestation,Brazil,Verified,Wind,8936.326452116098,157.6558926114889,81.25819118669538
Reforestation,USA,Rejected,Biomass,4252.535140177404,827.4748475875086,51.53742417676211
Energy Efficiency,India,Verified,Biomass,7825.618479768129,42.87330149954127,74.55682541383607
Renewable Energy,India,Rejected,Hydro,4815.723759680878,419.7636930262192,54.276255728666584
Afforestation,India,Pending,Biomass,5025.644536246412,169.03545211075166,51.818577202339576
Reforestation,India,Verified,Biomass,2126.333079667111,879.4508854627956,51.42617425296351
Reforestation,USA,Pending,Hydro,5952.190002259313,557.4834727617601,68.33578473891416
Reforestation,Brazil,Pending,Biomass,1942.7453877581445,232.14925574047118,40.03521949619544
Energy Efficiency,Brazil,Pending,Hydro,3382.490520765218,502.92485987921003,53.94170120261819
Reforestation,China,Rejected,Solar,8564.798996037358,731.7548733434127,73.14154371362092
Reforestation,USA,Pending,Wind,2150.050511187467,958.1598909105144,54.331851465042476
Reforestation,India,Pending,Wind,804.4670232169848,221.22555824117353,35.23459069849666
Renewable Energy,USA,Pending,Biomass,783.1751668668815,886.2955903572158,52.778831737906565
Energy Efficiency,China,Verified,Biomass,9413.766752980768,934.3698100533228,94.41253186543706
Reforestation,China,Verified,Biomass,5118.512335822163,916.5041239875342,69.75760291898615
Afforestation,USA,Rejected,Wind,4153.1795109884815,635.7789425050479,49.12368697999289
Afforestation,USA,Rejected,Solar,8127.697951978393,630.190833780273,69.9403980976947
Afforestation,USA,Verified,Solar,8374.67668631411,403.80742255063893,83.91145765707694
Energy Efficiency,Brazil,Rejected,Wind,3388.6912278444856,752.6454844214841,47.469910983437266
Energy Efficiency,India,Verified,Solar,6966.818768990573,531.762724332581,78.15172108827866
Afforestation,USA,Pending,Wind,7734.115876933677,677.7606331570662,77.44818571623904
Reforestation,USA,Pending,Solar,6581.04179997295,429.02944594494664,72.19550345931421
Energy Efficiency,USA,Rejected,Hydro,1600.7912405209838,731.7649675790959,41.32160587839588
Afforestation,China,Verified,Hydro,8771.242526818864,824.6470460869446,86.10268309496377
Afforestation,China,Verified,Wind,5437.0360720864865,147.2898203462133,63.65807856389456
Reforestation,Brazil,Rejected,Solar,2896.477021063037,833.0967858586538,43.81335296390172
Renewable Energy,India,Verified,Biomass,4309.75903583317,540.7562352585169,66.95635753175102
Energy Efficiency,Brazil,Pending,Solar,471.9537949491831,844.8212431811342,44.80798140655726
Reforestation,India,Rejected,Hydro,1365.8813321019338,431.8704046346736,29.148110706856407
Afforestation,China,Rejected,Hydro,7678.912830107022,379.661444897652,61.19117859951163
Afforestation,China,Verified,Solar,100.1151840781248,915.1456717847052,45.65203263823768
Reforestation,China,Rejected,Solar,4224.001701974693,251.9180982808529,46.63918949268199
Energy Efficiency,Brazil,Verified,Biomass,5272.850792747326,844.3681129608569,70.80793509334521
Renewable Energy,USA,Verified,Biomass,640.8807580096258,484.5365519368947,53.04976930941707
Renewable Energy,USA,Verified,Solar,9733.473813426095,514.5813471087084,101.81318253821756
Afforestation,China,Verified,Solar,2338.640779371752,309.15981320799455,50.78480202893871
Energy Efficiency,USA,Verified,Solar,3111.5673243991805,573.4691584183967,64.29252820617987
Renewable Energy,USA,Rejected,Solar,3109.0308713247705,325.8859850799351,51.80401420742321
Energy Efficiency,Brazil,Pending,Wind,2381.124954961764,40.23014482741066,45.30792622308293
Energy Efficiency,India,Pending,Solar,114.59083865448302,272.7266067390117,36.30022026066253
Afforestation,China,Rejected,Biomass,7320.513461471164,7.372664363184088,54.67629395098766
Renewable Energy,China,Rejected,Hydro,9671.770448012925,978.3764322697998,87.14261656276263
Reforestation,Brazil,Pending,Wind,2320.505484521946,965.7814626099278,51.260342048709006
Afforestation,Brazil,Pending,Solar,6664.167198853882,395.76014217483277,66.27843741601774
Renewable Energy,USA,Pending,Hydro,7444.773636891279,728.6424834853063,85.51029301930947
Renewable Energy,China,Pending,Wind,8499.411252996195,346.46029231201453,85.96165918810112
Renewable Energy,India,Pending,Hydro,4284.02905043473,671.4220639288901,64.13436589146255
Renewable Energy,Brazil,Verified,Solar,3099.0159658402495,805.6246130029331,67.55132595923058
Renewable Energy,India,Rejected,Solar,3320.421826828008,946.8094884475485,54.07020401861553
Energy Efficiency,India,Verified,Biomass,7154.951197675277,400.81206357382234,74.7828766241146
Afforestation,China,Pending,Solar,8186.116718405797,783.5146849730917,79.7657304417599
Energy Efficiency,China,Pending,Solar,1897.9782807903664,266.6625221814867,48.1565166257667
Reforestation,Brazil,Pending,Wind,3772.3159807618754,990.3419714898547,58.764999618707925
Renewable Energy,China,Verified,Biomass,9029.207947816585,26.743829165586792,88.4134780307388
Afforestation,China,Verified,Wind,8086.265844977918,603.9252776946198,81.4705820018358
Renewable Energy,China,Pending,Hydro,9850.09818734851,659.8464756696758,94.84895569343931
Afforestation,India,Verified,Solar,7567.0577708526,688.3575115170547,77.71886396943354
Energy Efficiency,Brazil,Verified,Hydro,3992.6324901764306,121.26719121029993,58.17583436298515
Afforestation,USA,Pending,Wind,5947.314556546914,938.5912536896573,71.12248531963114
Reforestation,India,Verified,Solar,6644.041117048471,182.0020957710327,70.04022654295268
Reforestation,China,Rejected,Solar,876.7125815395272,623.1306498366013,33.61486940606365
Afforestation,India,Rejected,Wind,5490.519895128265,223.45340304396188,46.68713350608094
Afforestation,China,Rejected,Wind,7122.276201878834,307.90920060424963,58.690473015436666
Afforestation,China,Rejected,Wind,1756.4809096104977,546.9120831863962,34.25152537991645
Afforestation,India,Pending,Wind,7828.254002513016,417.7762251460119,70.3190322640252
Reforestation,Brazil,Pending,Wind,5879.350527089705,161.06537537552978,61.00740638920382
Renewable Energy,China,Pending,Solar,9526.995678406187,171.76546601842745,90.35263305221521
Afforestation,Brazil,Rejected,Wind,519.9807522482278,418.72664337463686,24.787170194987507
Afforestation,USA,Rejected,Solar,2726.728761799123,757.5256952972252,44.20890076196787
Reforestation,China,Verified,Solar,6055.383405068258,898.0666822009407,77.2575838473507
Reforestation,Brazil,Verified,Wind,3035.943130838714,85.04353459712345,51.03015100016481
Energy Efficiency,Brazil,Rejected,Wind,7172.799224305298,393.7108036518417,62.80110415804491
Afforestation,USA,Rejected,Biomass,7614.152296967117,101.14531815915375,59.08221466642712
Energy Efficiency,Brazil,Rejected,Solar,1114.908044258097,17.575888151965287,29.75029910281014
Reforestation,Brazil,Rejected,Wind,5187.159195647,662.0569639613127,52.55636561784813
Reforestation,USA,Verified,Wind,5138.016500351453,602.8469925246212,70.71855242700349
Renewable Energy,China,Rejected,Wind,3755.8796251338567,163.85609470107133,50.41795907268
Afforestation,Brazil,Verified,Biomass,9335.956139439753,234.57902025997106,80.02557089979848
Energy Efficiency,Brazil,Rejected,Biomass,8292.31256674489,24.68404589087386,62.708403292633186
Reforestation,Brazil,Rejected,Hydro,7002.372880905404,835.1122584887094,62.36298698941411
Reforestation,India,Rejected,Solar,7171.833693776476,974.715905452503,65.6063275234074
Energy Efficiency,USA,Verified,Hydro,4670.989823749879,136.3240772578961,65.71818989132836
Renewable Energy,India,Verified,Wind,9217.845758856101,232.24373855153283,90.41166617979584
Reforestation,USA,Pending,Biomass,6976.494729807525,868.5411144229871,75.5678847932675
Afforestation,China,Rejected,Biomass,7316.912510392583,926.5373341582286,63.849935893545194
Reforestation,China,Pending,Hydro,8630.739947494718,420.20775542400355,78.35577729171362
Afforestation,Brazil,Pending,Biomass,2813.308734487691,51.571849796805054,40.58226217040651
Energy Efficiency,USA,Verified,Wind,8090.00194828036,40.35244185912658,82.85353415999307
Afforestation,China,Verified,Biomass,2032.8819692692712,574.3759162029414,48.90816900837577
Energy Efficiency,USA,Pending,Hydro,3518.8853272243896,393.50221378428586,57.5294487739648
Afforestation,China,Rejected,Wind,3422.543497271443,29.62377515007686,37.40895523785798
Energy Efficiency,India,Verified,Hydro,9787.402137052492,583.6691399202442,90.7737020844649
Afforestation,China,Rejected,Biomass,8579.718515104476,12.291234052433449,61.021504916046716
Renewable Energy,India,Rejected,Hydro,7041.581629743571,787.5845861911237,69.0837540106291
Afforestation,China,Pending,Hydro,7297.861939992362,307.1263898806682,68.56057359876849
Afforestation,Brazil,Pending,Solar,5664.520664585453,41.21774500622287,57.734780772989495
Renewable Energy,India,Pending,Biomass,9476.19760437434,588.7638687621702,88.2686267094934
Reforestation,China,Pending,Biomass,5012.961653535379,398.28673001862165,59.04767556786311
Reforestation,Brazil,Verified,Hydro,3867.125327711956,973.8266129437924,63.073892767997705
Afforestation,India,Verified,Solar,1714.0498356227508,544.6544638411984,47.016793816525734
Renewable Energy,Brazil,Pending,Biomass,7883.435957384474,275.96394185597126,78.17681920548208
Afforestation,USA,Verified,Wind,7370.994927548355,709.7294257693408,80.95226889543518
Energy Efficiency,USA,Pending,Hydro,3905.1148813889354,272.2205105401686,58.24777951234636
Energy Efficiency,India,Rejected,Biomass,349.41479819637067,904.3390481161575,30.790464472143427
Afforestation,China,Rejected,Wind,8406.073544408306,375.3472485368691,65.78384020741022
Reforestation,India,Rejected,Biomass,213.03803619532897,550.318694213429,23.568377123110935
Reforestation,Brazil,Pending,Wind,7066.6278183276045,51.52253072040463,65.84836439884208
Afforestation,China,Rejected,Hydro,9705.545386287964,426.6951167142785,71.79467809858261
Afforestation,USA,Verified,Biomass,4432.847148667214,832.5311761213339,65.4895475045494
Energy Efficiency,China,Rejected,Biomass,2426.236709459932,805.8431565579785,43.18961511287945
Reforestation,USA,Rejected,Solar,7078.2229994294785,225.09424029467272,62.64205740009412
Afforestation,China,Rejected,Hydro,8189.568605954293,226.8529919395521,62.21637294916699
Energy Efficiency,China,Verified,Wind,5509.660129170688,817.4880069010235,75.72318071486367
Reforestation,China,Pending,Biomass,9673.649225035848,930.4680217491562,87.6729263426708
Renewable Energy,Brazil,Verified,Biomass,611.5203444138149,96.26556035173054,45.02025732558638
Energy Efficiency,Brazil,Pending,Wind,5097.476423214828,450.60858078679905,62.993467923942134
Reforestation,India,Pending,Hydro,7212.694078493246,338.11682468526476,67.44463863931887
Reforestation,India,Rejected,Solar,8640.140664376871,870.8177670019819,71.90888099190417
Energy Efficiency,USA,Pending,Solar,1874.6305578871215,84.44138976533876,48.217566687089
Renewable Energy,Brazil,Verified,Biomass,8020.034469460446,211.91481661547937,83.21932051345703
Energy Efficiency,USA,Verified,Wind,5571.800049613598,752.7158692489079,77.38615894055707
Reforestation,India,Pending,Biomass,4025.881451700636,52.242555132234365,47.65183280982552
Afforestation,USA,Rejected,Wind,1403.9787829330262,493.042845333575,33.95032236800088
Afforestation,India,Rejected,Solar,8666.428013198232,442.6649276450403,65.75878934244156
Energy Efficiency,Brazil,Verified,Hydro,1657.004760979182,335.0667778097599,48.63569158299351
Reforestation,China,Rejected,Wind,3166.8998061700822,395.17774300360486,41.786276460886455
Afforestation,Brazil,Pending,Solar,2971.450766428125,530.4106463433027,49.16136029557365
Reforestation,USA,Pending,Biomass,8726.998938489458,162.20599102999475,77.25705460274725
Energy Efficiency,USA,Verified,Wind,6759.75964266809,572.4238824053092,81.52303703739355
Afforestation,Brazil,Pending,Hydro,7987.145832194586,805.6268969706863,74.99199813067979
Reforestation,Brazil,Verified,Biomass,2579.63219804574,760.4007688603689,53.50216867883239
Afforestation,India,Pending,Biomass,6286.253586109289,154.7460047890799,57.97872797843725
Energy Efficiency,USA,Verified,Solar,5760.285233123112,150.10022027173244,73.30242836833288
Reforestation,USA,Rejected,Wind,8345.020730203883,268.9061933771684,68.4141655847911
Afforestation,Brazil,Pending,Biomass,9070.26189876448,361.7136516146962,74.96844600996937
Energy Efficiency,China,Pending,Hydro,220.3520376261294,409.0471258270741,39.19223144640139
Afforestation,USA,Verified,Wind,6772.797198682048,680.0175196165119,77.66416118957537
Afforestation,China,Verified,Hydro,613.1744112853173,57.62375173366957,37.64210957376328
Renewable Energy,Brazil,Pending,Biomass,5533.700784265824,35.63803152184032,64.02488423654752
Renewable Energy,Brazil,Verified,Hydro,2947.5640175324143,392.51865238096514,60.66300661147172
Energy Efficiency,India,Pending,Solar,3137.088335269198,697.4665284458425,55.66010696080441
Renewable Energy,USA,Rejected,Hydro,3594.2891841783303,194.24190761352608,50.91386499702691
Energy Efficiency,China,Verified,Wind,6250.79524559114,641.8629767749954,77.67260599570565
Renewable Energy,India,Pending,Hydro,3407.094660120815,260.5683098023592,55.641156398627665
Afforestation,USA,Rejected,Hydro,7353.720600843776,886.2000227047029,66.63060323126591
Energy Efficiency,India,Rejected,Solar,4104.82111718131,895.79425432235,52.48204812913005
Energy Efficiency,Brazil,Pending,Hydro,776.6966830685903,297.98991707704516,38.8633825861134
Afforestation,USA,Verified,Hydro,7859.222440592662,230.76376020927728,77.60374980505608
Energy Efficiency,India,Pending,Biomass,2929.0074134677893,411.892668094165,48.763963748280595
Energy Efficiency,India,Rejected,Biomass,4384.3921080327,241.29105359496856,44.33487107611319
Renewable Energy,China,Pending,Wind,6885.894443896826,672.7114594484119,81.15658681396825
Energy Efficiency,India,Verified,Biomass,3391.315955772249,826.2386198637372,60.21896597749861
Reforestation,USA,Rejected,Biomass,660.1979958524847,673.4190387803058,32.03518036706548
Afforestation,USA,Pending,Biomass,3801.8183654268546,824.5260968021001,57.25435279515528
Renewable Energy,China,Verified,Biomass,9450.040968673604,397.5951700452667,94.22615654382068
Renewable Energy,USA,Rejected,Solar,6453.170533255726,157.160653738152,66.83745920366016
Reforestation,Brazil,Verified,Biomass,6747.643571805349,738.2129964501945,74.12034782352869
Afforestation,USA,Rejected,Solar,6359.593321012634,361.11403063641234,58.409106911427294
Afforestation,USA,Pending,Solar,2070.0221756984242,671.5995544039034,50.066106422531156
Renewable Energy,India,Verified,Biomass,4241.5052546125735,271.3732980397839,63.921259253460704
Energy Efficiency,India,Rejected,Hydro,7534.30400379685,82.14840517186599,59.493004070702916
Renewable Energy,USA,Verified,Solar,1103.5916857762754,992.5892136922756,63.443850565804134
Afforestation,China,Verified,Hydro,2850.7424832881516,157.0453064226687,49.824165480667446
Reforestation,India,Pending,Hydro,2835.5591738119506,988.4325729695175,52.06212159875493
Renewable Energy,China,Verified,Biomass,4376.987383185609,977.3026526338808,74.65796344226686
Afforestation,USA,Rejected,Wind,9805.650535327632,794.0242858041316,78.96849553467948
Renewable Energy,USA,Rejected,Biomass,768.2752121698372,659.7635391199155,40.43901145204834
Energy Efficiency,Brazil,Rejected,Wind,5235.139844367891,578.2292432008336,54.95799165384779
Renewable Energy,India,Rejected,Wind,1875.7103519208836,866.2354438324569,45.04090619792899
Renewable Energy,USA,Pending,Biomass,9709.697799556467,290.15008209786845,91.44998981876103
Afforestation,Brazil,Verified,Biomass,1221.7046968018956,468.2135312723922,41.790658796733396
Afforestation,India,Pending,Wind,4095.649923379753,619.7705793971354,53.67595541087012
Afforestation,USA,Verified,Biomass,7405.061349862601,411.7792853936216,76.14309960324923
Renewable Energy,USA,Verified,Wind,7075.088837471708,428.0589676361777,86.65603386372032
Energy Efficiency,India,Verified,Hydro,4285.013505249929,330.9543828345823,60.73461135459547
Reforestation,India,Pending,Biomass,3530.5892627319104,564.6675848678515,50.29962216233807
Reforestation,India,Verified,Hydro,4036.3625476734187,850.7239534871009,61.689052273238104
Afforestation,USA,Pending,Solar,2716.3350052705287,202.32684962830655,48.60494352263571
Afforestation,USA,Rejected,Hydro,2132.796093197318,934.498605714688,41.008966523133466
Renewable Energy,Brazil,Rejected,Hydro,4882.0930058330105,689.3985660944815,58.30445069010987
Reforestation,China,Verified,Wind,2758.4841850693124,823.4499394673502,59.02692032002007
Afforestation,India,Pending,Hydro,2945.870482482776,556.6345019373816,46.295697431787694
Energy Efficiency,USA,Rejected,Biomass,6601.885028398115,779.7371847226394,65.80679698921696
Energy Efficiency,USA,Pending,Wind,9688.519583828933,17.18419694212774,85.61443988856595
Afforestation,India,Pending,Solar,6076.008285537813,818.5620443547557,66.56566187123661
Afforestation,China,Verified,Biomass,862.0967239431661,41.09872022628115,37.72147082197864
Reforestation,India,Rejected,Solar,848.277777155263,890.0234629864997,33.141623515641314
Reforestation,China,Verified,Hydro,9519.089886371103,991.9707844914046,93.51515727676956
Renewable Energy,USA,Verified,Biomass,3043.178824042603,294.773394714601,63.16362806735903
Reforestation,China,Rejected,Biomass,1011.4631622165068,211.10823772950786,27.168398188377616
Energy Efficiency,Brazil,Rejected,Solar,6030.541412788777,765.5980004941827,61.80868706888571
Energy Efficiency,USA,Pending,Biomass,6274.122905073635,253.77331457933298,68.90834767116151
Afforestation,Brazil,Rejected,Biomass,6520.197719175013,865.6968207890312,57.25795680376538
Reforestation,India,Pending,Biomass,2747.280075789659,103.73974956531923,41.773797874601485
Renewable Energy,India,Pending,Hydro,249.59577372330284,126.8292411829789,38.516271280446304
Energy Efficiency,India,Pending,Solar,9653.652157599272,979.172403545515,91.05998482345152
Energy Efficiency,China,Rejected,Biomass,2583.8411523419145,674.1650593717346,42.660856355426915
Renewable Energy,USA,Verified,Wind,6792.66025172022,847.0403372045239,89.43370463064633
Renewable Energy,India,Pending,Wind,7095.635711799225,325.0050479741665,75.7282290387378
Energy Efficiency,India,Verified,Wind,6139.073429086909,676.8072657710838,74.46343980314538
Energy Efficiency,USA,Verified,Wind,3197.783202715117,594.6475854812886,63.93539186838847
Renewable Energy,India,Rejected,Hydro,2783.8529122642512,603.5469700028241,45.9547342613495
Energy Efficiency,Brazil,Verified,Biomass,6016.915998756761,682.8499270781839,72.91307926456565
Afforestation,USA,Verified,Solar,8674.346772755745,575.7838139559694,87.12957200333842
Afforestation,USA,Rejected,Biomass,9472.663916341617,429.63330693336326,71.65965265104171
Renewable Energy,USA,Pending,Hydro,1148.4674635972005,276.6467716861663,49.50880503484767
Reforestation,Brazil,Verified,Wind,1632.8032647174266,768.8127495822888,50.85214381941002
Renewable Energy,USA,Rejected,Hydro,9452.888961952489,227.04615757318302,80.53490638549428
Renewable Energy,Brazil,Verified,Biomass,7391.698760514447,692.6619518482597,84.88511332105483
Reforestation,USA,Verified,Solar,8841.638865814753,234.0994898266773,86.54918922734055
Reforestation,China,Pending,Hydro,2106.063077939897,625.7048397844994,47.78736378754448
Reforestation,India,Verified,Solar,5917.100123983078,747.3311888618999,72.0588125085344
Afforestation,China,Rejected,Hydro,7041.281984732989,219.49517501763265,56.40136167384128
Energy Efficiency,India,Verified,Solar,6833.107665925029,60.883357560446974,72.77437190522963
Afforestation,Brazil,Pending,Solar,4140.701739580311,131.8427692511799,51.02193639041336
Energy Efficiency,China,Pending,Wind,252.40942774395393,606.3909703037544,42.32595684175732
Afforestation,USA,Rejected,Solar,5870.967962362205,849.5969598195098,60.85080941000612
Energy Efficiency,India,Pending,Wind,2605.705237878127,45.95182441418894,45.48804443353252
Afforestation,India,Verified,Biomass,4557.517036814615,734.4171077826046,60.13175626189912
Reforestation,China,Pending,Biomass,9580.052049329792,341.97732730410206,81.32003351968999
Renewable Energy,Brazil,Rejected,Wind,4050.449644660104,479.049841549603,53.04274663879655
Afforestation,China,Pending,Wind,8414.035905977824,928.9306902957201,81.35948643284632
Energy Efficiency,Brazil,Pending,Hydro,1966.5519969175862,332.6395332311096,45.159155316899025
Reforestation,Brazil,Pending,Hydro,6757.3589304477855,465.87159700554656,67.44551062229439
Afforestation,India,Rejected,Hydro,9772.36884894554,14.668732345920425,65.0085315681869
Afforestation,China,Pending,Biomass,1108.7416986420742,82.51712128483352,34.368879706058706
Reforestation,China,Pending,Hydro,182.36742804920092,259.33299954364924,34.5051671356825
Afforestation,Brazil,Verified,Solar,4392.469647062882,28.824388580253327,56.250592121116945
Renewable Energy,China,Rejected,Solar,1016.9922822085352,631.7439507222027,42.4024009182647
Afforestation,USA,Pending,Hydro,7509.005061794691,426.9719584448209,72.81474489342168
Renewable Energy,USA,Rejected,Solar,9154.031772100734,548.597057525294,84.2561294357566
Renewable Energy,China,Pending,Biomass,4396.8076298167125,175.4725387104332,61.738763536187896
Reforestation,China,Pending,Solar,2661.2452573388655,296.6360974071795,49.27258726076612
Afforestation,Brazil,Pending,Biomass,4400.592858165437,664.1606503778723,54.64457079460591
Reforestation,USA,Verified,Wind,7262.13339671501,965.3374209067695,84.96404119264275
Afforestation,USA,Verified,Wind,189.6361996456727,51.36635682860699,38.46184456651443
Afforestation,India,Verified,Wind,5935.594495898502,890.4939365344109,70.58291184483662
Energy Efficiency,Brazil,Rejected,Wind,6171.587680385052,577.3043201098973,59.63098160302424
Afforestation,India,Rejected,Solar,6413.113644269762,564.355647188868,55.70912469323749
Reforestation,USA,Verified,Hydro,2496.0185918106845,500.7782566725526,55.487875525778946
Renewable Energy,Brazil,Rejected,Solar,7169.121961443455,70.3246918182792,65.54885672540007
Afforestation,China,Pending,Biomass,1004.7757146845864,90.78697488442451,33.931748322267175
Energy Efficiency,Brazil,Pending,Solar,2072.776331021328,601.311093653427,50.376992591640914
Reforestation,China,Pending,Solar,8786.953461879371,341.61761286412275,80.35094343803809
Afforestation,China,Verified,Biomass,7413.3591921930065,917.350798511103,79.24030394607607
Reforestation,Brazil,Rejected,Wind,236.08098471231798,407.1839468221128,25.252244391782718
Energy Efficiency,China,Verified,Wind,2558.9249776610222,144.13817724393846,54.23600666074449
Energy Efficiency,India,Rejected,Wind,2222.624181632329,715.0041146685339,40.26316205484699
Reforestation,USA,Pending,Hydro,2780.9826475660284,294.06006801956886,49.84551391802583
Afforestation,China,Verified,Biomass,2550.841725770875,525.9448370485372,51.013656999339744
Renewable Energy,India,Rejected,Biomass,719.0103278541728,698.1349527196649,35.57640116646751
Energy Efficiency,China,Rejected,Solar,4643.511114308521,900.3638470908684,58.22119404245129
Afforestation,USA,Pending,Hydro,7354.061400383035,792.3990036068744,75.69429703798392
Afforestation,India,Verified,Wind,6106.644074702621,676.6847068048514,69.30006744156162
Renewable Energy,USA,Verified,Hydro,6761.42951912099,679.9535492127485,86.60668308773243
Energy Efficiency,USA,Verified,Biomass,903.3768675087676,945.9787193880544,53.97667153142439
Energy Efficiency,India,Pending,Biomass,9519.758030750194,296.5282733990395,80.56407288774136
Afforestation,India,Verified,Solar,8401.069155045945,2.1109821019912203,75.02645559624963
Afforestation,India,Pending,Solar,8070.39415310706,272.6826048388005,71.0787968139233
Renewable Energy,Brazil,Pending,Biomass,8247.539669913498,218.67348824711723,79.42443323203867
Renewable Energy,India,Pending,Wind,9333.834030514337,662.1727505288842,90.29089765786053
Energy Efficiency,India,Rejected,Wind,5488.114264525607,634.0778881657635,55.78135020428567
